symbol,date,gap,prev_close,o,h,l,c,v,dollar_vol,rel_vol
ALLO,2024-05-21,0.1158,2.59,2.89,2.92,2.63,2.69,4974453,13381278,2.3
LRMR,2024-05-21,0.1073,7.27,8.05,8.678,7.45,7.89,3012463,23768333,10.7
TMCI,2024-05-21,0.0931,4.94,5.4,5.4,4.86,4.97,1125536,5593913,2.7
BZFD,2024-05-22,0.544,2.5,3.86,4.56,2.64,3.01,69866994,210299651,247.7
BCG,2024-05-22,0.2519,2.7,3.38,5.42,3.25,4.22,2176949,9186724,390.0
MBIO,2024-05-22,0.2097,15.5,18.75,21.94,11.75,12.0,935473,11225676,236.4
RZLT,2024-05-22,0.2067,3.0,3.62,3.72,2.58,2.81,9339151,26243014,37.0
WOOF,2024-05-22,0.1265,2.45,2.76,3.3,2.7,2.88,26198328,75451184,9.8
IMNM,2024-05-22,0.0916,13.65,14.9,15.45,14.39,14.42,1170209,16874413,1.4
ASTI,2024-05-23,0.5982,13.14,21.0,34.0,19.0,21.47,6631875,142386356,272.9
NCPL,2024-05-23,0.1852,10.64,12.61,16.07,11.2,12.24,808336,9894032,147.0
TOVX,2024-05-23,0.1602,9.05,10.5,10.75,7.935,8.275,845669,6997910,432.0
NVDL,2024-05-23,0.1484,14.42,16.56,17.85,16.4,17.08,113767851,1943154895,2.6
NVDX,2024-05-23,0.1439,8.899,10.18,11.01,10.13,10.52,26742400,281330048,3.2
BORR,2024-05-23,0.1029,5.576,6.15,6.485,6.092,6.179,7016461,43354712,4.2
WOOF,2024-05-23,0.0903,2.88,3.14,3.2,2.95,3.17,9285011,29433484,3.3
GDRX,2024-05-23,0.0833,7.2,7.8,7.8,7.16,7.24,1461418,10580666,1.4
NCPL,2024-05-24,0.7598,12.24,21.54,22.85,13.3,13.48,2733619,36849184,492.4
LUCY,2024-05-24,0.2532,3.72,4.662,22.6,4.444,19.66,47221619,928377029,3120.7
PAGS,2024-05-24,0.1127,11.36,12.64,12.65,11.34,11.36,7680005,87244856,2.6
MGNI,2024-05-24,0.0858,11.07,12.02,12.755,11.81,12.57,4061424,51052099,3.2
UZE,2024-05-28,0.2949,15.7,20.33,20.38,17.96,18.54,1004547,18624301,23.0
TKLF,2024-05-28,0.2617,2.938,3.707,3.79,2.458,2.919,2494952,7282764,110.3
UZF,2024-05-28,0.2578,15.67,19.71,20.29,18.35,18.57,791108,14690875,44.1
UZD,2024-05-28,0.2237,16.99,20.79,21.14,19.69,20.04,1269687,25444527,47.1
GME,2024-05-28,0.2158,19.0,23.1,26.66,21.15,23.78,105077564,2498744471,4.2
TWAV,2024-05-28,0.2068,7.04,8.496,14.82,7.676,8.792,3714193,32655184,254.6
OKLO,2024-05-28,0.1429,10.15,11.6,12.4199,10.39,10.79,13093315,141276868,4.5
SMR,2024-05-28,0.1324,7.78,8.81,9.5899,8.11,9.48,18035683,170978274,6.2
BNAI,2024-05-29,0.6378,12.7,20.8,31.6,16.8,26.4,10822006,285700958,1277.0
LUCY,2024-05-29,0.2439,8.2,10.2,27.2,10.0,18.98,28810080,546815318,1704.5
IMA,2024-05-29,0.1729,15.96,18.72,20.16,18.24,20.04,284305,5697472,20.6
MBIO,2024-05-29,0.1618,9.425,10.95,14.95,10.22,11.78,1416951,16691682,282.8
ASTS,2024-05-29,0.1576,5.33,6.17,9.35,5.68,9.02,109899281,991291514,42.9
CHWY,2024-05-29,0.1431,16.91,19.33,22.05,19.16,21.5,66623071,1432396026,9.6
ASTI,2024-05-29,0.0891,14.93,16.26,18.0,13.54,14.0,999010,13986140,37.1
OABI,2024-05-29,0.0791,4.17,4.5,4.57,4.41,4.55,1278281,5816178,2.3
ONMD,2024-05-30,0.3795,1.95,2.69,3.37,2.3,2.61,55205725,144086942,805.2
HURA,2024-05-30,0.2521,9.52,11.92,14.6,9.709,11.1,2275837,25261790,12.0
RRGB,2024-05-30,0.1887,6.73,8.0,8.6,7.34,7.73,2172276,16791693,8.6
WOOF,2024-05-30,0.147,3.13,3.59,4.055,3.4,3.93,16800232,66024911,4.9
AMSC,2024-05-30,0.1368,15.79,17.95,20.6866,16.59,17.44,3973262,69293689,13.3
ALHC,2024-05-30,0.1175,6.98,7.8,8.03,7.64,7.88,1631219,12854005,2.4
CELC,2024-05-30,0.0815,14.84,16.05,16.78,14.875,15.1,1948472,29421927,12.6
CMTG,2024-05-30,0.0743,6.686,7.183,7.814,7.159,7.499,899034,6741855,2.8
VSEE,2024-05-31,0.5973,15.0,23.96,25.0,16.0,17.0,1976150,33594550,1393.1
LUCY,2024-05-31,0.2658,15.8,20.0,24.2,16.2,16.9,4657844,78717563,246.7
PD,2024-05-31,0.1783,17.95,21.15,21.26,18.52,18.97,3639592,69043060,3.6
ASAN,2024-05-31,0.134,13.13,14.89,15.43,12.85,13.05,6903392,90089265,4.0
BTDR,2024-05-31,0.1065,5.82,6.44,6.75,6.06,6.13,1294432,7934868,2.5
HUMA,2024-05-31,0.0956,9.1,9.97,9.97,7.17,7.48,8814356,65931382,4.3
ALLO,2024-05-31,0.0772,2.46,2.65,2.66,2.435,2.5,3465173,8662932,1.4
AMC,2024-06-03,0.2564,4.33,5.44,5.7,4.64,4.81,139690677,671912156,4.1
KYTX,2024-06-03,0.2027,12.53,15.07,15.24,12.95,13.07,787983,10298937,2.4
SMMT,2024-06-03,0.133,8.685,9.84,9.94,8.72,8.84,22654986,200270076,12.5
LQDA,2024-06-03,0.1305,12.87,14.55,15.19,14.25,14.5,1809717,26240896,2.7
PCT,2024-06-03,0.1175,5.19,5.8,6.0,5.33,5.55,2367195,13137932,1.5
HURA,2024-06-03,0.1087,10.86,12.04,12.39,9.45,9.489,602303,5715253,2.6
OLMA,2024-06-03,0.095,9.68,10.6,12.22,10.27,11.76,4327106,50886766,6.5
NVDL,2024-06-03,0.0714,18.91,20.26,20.73,19.69,20.73,67109580,1391181593,1.4
ANNX,2024-06-04,0.3166,4.58,6.03,7.14,5.52,5.99,48254941,289047096,30.2
CORZW,2024-06-04,0.2841,1.76,2.26,2.56,1.92,2.31,8518353,19677395,50.8
CORZ,2024-06-04,0.2834,4.87,6.25,7.0599,6.04,6.83,68790579,469839654,22.6
CORZZ,2024-06-04,0.1644,3.65,4.25,4.5,3.88,4.35,4606615,20038775,35.6
MGRX,2024-06-04,0.1438,5.25,6.005,6.225,5.1,5.565,983582,5473633,122.9
ZLAB,2024-06-04,0.0783,18.0,19.41,19.975,18.81,19.29,908705,17528919,1.7
KYTX,2024-06-04,0.0712,13.07,14.0,15.06,12.7,12.97,1072024,13904151,3.0
MFI,2024-06-05,0.6615,10.4,17.28,18.8,10.48,12.16,5326013,64764318,87.7
SFIX,2024-06-05,0.176,2.67,3.14,3.87,3.14,3.455,21089595,72864550,23.3
HPE,2024-06-05,0.1568,16.65,19.26,19.33,18.39,18.43,88492055,1630908573,8.5
VIR,2024-06-05,0.1512,10.58,12.18,13.09,12.0,12.66,3486411,44137963,4.0
DDD,2024-06-05,0.1069,3.46,3.83,4.315,3.82,4.16,8135390,33843222,6.7
TIGR,2024-06-05,0.0716,4.05,4.34,4.47,4.04,4.22,2845508,12008043,2.6
VNDA,2024-06-06,0.2812,5.05,6.47,6.5587,6.1285,6.27,9808951,61502122,11.7
ONMD,2024-06-06,0.1312,1.6,1.81,2.16,1.65,1.86,9408131,17499123,128.6
MSGM,2024-06-06,0.1116,2.33,2.59,2.89,2.15,2.8,2572321,7202498,214.4
DVLT,2024-06-06,0.1014,2.07,2.28,3.7799,2.2,2.4,51649867,123959680,62.6
LYFT,2024-06-06,0.085,15.53,16.85,17.29,15.64,15.69,40489685,635283157,3.6
CORZZ,2024-06-06,0.0833,4.8,5.2,7.34,5.1,6.42,2690415,17272464,19.7
GERN,2024-06-07,0.1465,3.89,4.46,5.15,4.45,4.59,98937923,454125066,13.0
VS,2024-06-07,0.1152,1.65,1.84,2.04,1.47,1.79,9350796,16737924,676.5
MAIA,2024-06-07,0.0964,3.32,3.64,4.3099,3.6,3.86,1574705,6078361,3.7
AVO,2024-06-07,0.0944,11.44,12.52,12.52,11.02,11.15,500109,5576215,2.2
BCDA,2024-06-07,0.079,4.365,4.71,5.04,3.34,3.72,6656058,24760535,642.5
OPRA,2024-06-10,0.1452,12.26,14.04,15.37,13.13,13.52,10950704,148053518,22.2
MCRB,2024-06-10,0.1238,12.28,13.8,18.58,13.44,14.8,791321,11711550,4.5
BNED,2024-06-10,0.0778,17.22,18.56,18.72,11.92,13.32,823245,10965623,7.0
TPET,2024-06-11,0.9565,4.6,9.0,10.4,6.642,7.192,11867179,85348751,102.2
TOYO,2024-06-11,0.3284,6.82,9.06,11.9,8.5,9.49,1720865,16331008,86.4
AISP,2024-06-11,0.172,3.14,3.68,5.38,3.64,4.62,96582259,446210036,275.0
HERE,2024-06-11,0.1349,1.542,1.75,1.769,1.41,1.485,7631820,11333252,104.9
SHLS,2024-06-11,0.1013,6.81,7.5,7.765,7.11,7.45,9186855,68442069,1.7
LPA,2024-06-11,0.0789,17.75,19.15,22.9999,16.45,17.25,364442,6286624,18.5
BDTX,2024-06-11,0.0783,5.11,5.51,6.2899,5.29,6.1,2089488,12745876,3.9
BMR,2024-06-12,0.3795,4.4,6.07,6.7099,5.13,5.23,56469970,295337943,186.8
DDC,2024-06-12,0.1803,12.92,15.25,63.25,15.25,38.5,4226175,162707737,5349.6
MREO,2024-06-12,0.1193,3.52,3.94,4.18,3.65,3.83,4311168,16511773,6.7
WULF,2024-06-12,0.1022,3.475,3.83,4.2,3.75,3.84,39501731,151686647,2.7
OPEN,2024-06-12,0.0887,2.13,2.319,2.538,2.21,2.23,38802740,86530110,2.7
KORU,2024-06-12,0.0823,3.696,4.0,4.045,3.927,3.956,1684932,6665590,3.0
TMCI,2024-06-12,0.0821,5.85,6.33,6.446,5.98,6.07,840615,5102533,0.7
RUN,2024-06-12,0.0811,14.55,15.73,16.53,14.553,14.65,17306751,253543902,1.5
LGVN,2024-06-13,0.3481,1.81,2.44,3.91,2.06,2.69,192691055,518338937,651.7
TSLR,2024-06-13,0.1256,11.31,12.73,13.1,11.86,12.03,1551923,18669633,4.8
TSLL,2024-06-13,0.1246,6.836,7.688,7.887,7.136,7.235,79826057,577541522,2.8
TSLT,2024-06-13,0.1235,10.28,11.55,11.87,10.7494,10.9,16257207,177203556,2.9
VNDA,2024-06-13,0.098,5.92,6.5,6.75,6.2,6.5,4269719,27753173,5.0
VANI,2024-06-13,0.092,1.63,1.78,2.09,1.57,1.62,14740957,23880350,170.2
SUPV,2024-06-13,0.0913,6.482,7.074,7.4,6.827,7.124,3319345,23647013,2.3
AIMD,2024-06-14,0.3411,4.101,5.5,5.85,4.25,4.4,5903782,25976640,735.7
LGVN,2024-06-14,0.2862,2.69,3.46,4.1,2.83,3.19,98033691,312727474,331.6
MWG,2024-06-14,0.1777,3.219,3.791,4.779,3.409,4.249,1337001,5680917,183.8
CATX,2024-06-14,0.1121,11.6,12.9,12.9,10.5,10.7,863409,9238476,1.5
BOOM,2024-06-14,0.1044,13.22,14.6,14.98,13.83,14.43,1176716,16980011,3.4
MBIO,2024-06-17,1.9831,6.5,19.39,48.7,14.4,37.5,22603493,847630987,463.5
SCNI,2024-06-17,0.7479,3.49,6.1,6.97,5.11,5.6,30155650,168871640,4371.0
XPOF,2024-06-17,0.0949,11.27,12.34,15.66,12.33,15.13,2847872,43088303,3.9
FATE,2024-06-17,0.0886,3.61,3.93,4.07,3.54,3.57,2876712,10269861,1.4
SNOA,2024-06-18,0.5958,3.37,5.378,5.996,3.72,3.84,3974461,15261930,67.2
CMTL,2024-06-18,0.4101,2.17,3.06,4.38,2.9,4.07,91425417,372101447,218.9
RJET,2024-06-18,0.2389,16.95,21.0,24.0,19.5,23.7,313391,7427366,21.4
AIXC,2024-06-18,0.1796,8.74,10.31,11.83,8.6,9.35,560070,5236654,154.5
CHGG,2024-06-18,0.1571,2.61,3.02,3.255,2.69,2.7,20178314,54481447,5.3
HURA,2024-06-18,0.1028,6.265,6.909,7.945,6.825,7.56,720069,5443721,3.6
QNST,2024-06-18,0.0808,15.59,16.85,17.54,16.19,16.21,606987,9839259,1.8
CGNT,2024-06-18,0.0787,8.01,8.64,8.7,7.32,7.6,888746,6754469,5.8
HROW,2024-06-20,0.1411,17.65,20.14,20.45,19.305,19.93,1207732,24070098,3.5
PACK,2024-06-20,0.0789,5.7,6.15,6.9,6.15,6.49,1090766,7079071,3.8
OCUL,2024-06-20,0.0729,5.49,5.89,6.445,5.89,6.08,5186681,31535020,3.0
KRKR,2024-06-21,0.5233,6.88,10.48,12.2,7.338,8.0,3592301,28738408,2673.8
ASTI,2024-06-21,0.2688,10.79,13.69,14.18,10.22,10.5,1321331,13873975,10.3
AIXC,2024-06-21,0.1621,8.855,10.29,12.15,8.855,10.5,585481,6147550,127.7
SLDB,2024-06-21,0.1349,6.3,7.15,7.398,6.11,6.46,2992703,19332861,17.3
HURA,2024-06-21,0.1224,9.622,10.8,11.79,8.4,8.649,1094064,9462559,3.8
RYM,2024-06-24,1.381,3.78,9.0,11.09,5.85,6.377,19592005,124938215,946.2
ALT,2024-06-24,0.1654,6.41,7.47,8.49,7.08,7.14,22610165,161436578,9.0
RDZN,2024-06-24,0.1419,1.55,1.77,2.34,1.77,2.0,5809251,11618502,139.5
DJTWW,2024-06-24,0.1163,15.99,17.85,24.48,17.25,21.77,1326309,28873746,5.4
NXL,2024-06-24,0.0976,1.64,1.8,3.13,1.77,2.31,33406495,77169003,688.0
LRE,2024-06-24,0.0897,8.441,9.198,13.35,2.319,2.988,3168151,9466435,584.6
DOMO,2024-06-24,0.0768,6.77,7.29,7.72,7.26,7.43,985494,7322220,2.4
PUK,2024-06-24,0.07,17.28,18.49,18.69,18.43,18.58,1198241,22263317,2.0
RGS,2024-06-25,1.7988,5.07,14.19,24.27,12.82,20.52,44781856,918923685,2621.4
SNTI,2024-06-25,0.2754,2.52,3.214,3.771,2.762,2.82,3320539,9363919,414.5
NCPL,2024-06-25,0.1726,8.75,10.26,10.86,8.785,9.31,752088,7001939,6.3
ENVX,2024-06-25,0.1669,12.04,14.05,17.1199,13.75,16.26,33481957,544416620,6.7
CPOP,2024-06-25,0.1565,11.5,13.3,23.4,13.0,18.1,3494779,63255499,416.9
GRML,2024-06-25,0.1503,1.73,1.99,2.2,1.6,1.65,4755672,7846858,511.6
WYY,2024-06-25,0.1327,3.09,3.5,4.15,3.1,3.87,1505588,5826625,35.7
BTBT,2024-06-25,0.1111,2.43,2.7,3.4699,2.6401,3.395,40268314,136710926,5.8
OPTX,2024-06-26,1.7787,2.35,6.53,8.39,3.5301,3.85,35424449,136384128,5293.6
GRML,2024-06-26,1.7273,1.65,4.5,5.11,3.21,3.62,89785291,325022753,9659.5
RIVN,2024-06-26,0.3654,11.96,16.33,16.35,14.17,14.74,261980425,3861591464,9.1
DAKT,2024-06-26,0.1832,10.92,12.92,14.15,11.9,13.3,3568070,47455331,11.8
SVRA,2024-06-26,0.1632,3.8,4.42,4.51,3.375,3.84,27588521,105939920,31.7
CHNR,2024-06-26,0.1538,6.24,7.2,7.759,6.24,6.598,1012088,6677756,188.3
FFAI,2024-06-26,0.1434,10.6,12.12,24.0,11.81,18.34,16650139,305363549,3.8
GRND,2024-06-26,0.0732,10.25,11.0,12.15,10.63,11.82,3965489,46872079,8.2
FFAI,2024-06-27,0.3419,18.34,24.61,27.6,20.0,24.0,14392419,345418056,3.3
IIIV,2024-06-27,0.1894,19.75,23.49,23.49,21.69,22.14,841984,18641525,4.3
SUZ,2024-06-27,0.1406,8.794,10.03,10.14,9.768,9.94,10072076,100116435,4.6
PHUN,2024-06-27,0.1173,6.14,6.86,6.95,5.93,6.3,2660097,16758611,12.7
TH,2024-06-27,0.0999,7.41,8.15,8.34,7.98,8.2,1724134,14137898,5.9
DXYZ,2024-06-27,0.0833,10.8,11.7,15.1,11.21,14.44,2657714,38377390,7.7
COSM,2024-06-28,0.7968,13.58,24.4,27.8,19.04,20.8,4064364,84538771,1604.6
LUCY,2024-06-28,0.5909,6.6,10.5,13.2,9.43,9.9,18236992,180546220,91.5
DXYZ,2024-06-28,0.1288,14.44,16.3,18.29,14.9,15.22,2785507,42395416,8.1
MTC,2024-06-28,0.1003,3.49,3.84,4.168,3.68,4.078,1414650,5768942,2.1
SNTI,2024-07-01,0.283,2.76,3.541,6.1,3.299,4.175,38956349,162642757,3860.7
DTSS,2024-07-01,0.1756,4.5,5.29,7.67,4.6,4.94,14970483,73954186,906.9
DFNS,2024-07-01,0.1649,3.104,3.616,3.616,2.409,3.393,1943328,6593711,61.5
HUMA,2024-07-01,0.1167,4.8,5.36,6.3,5.05,5.37,9067415,48692018,3.7
BITU,2024-07-01,0.0953,18.79,20.58,21.25,20.38,20.78,808033,16790925,1.0
RDZN,2024-07-02,0.4753,1.62,2.39,3.28,2.1,2.95,108003905,318611519,2578.8
TSLL,2024-07-02,0.0867,9.414,10.23,11.34,10.16,11.34,97272843,1103074039,3.0
TSLR,2024-07-02,0.0859,15.6,16.94,18.79,16.84,18.79,2621624,49260314,5.9
TSLT,2024-07-02,0.0854,14.17,15.38,17.04,15.28,17.03,16285954,277349796,2.6
VIVO,2024-07-03,1.04,1.5,3.06,3.27,2.27,2.5,55806399,139515997,886.3
DOYU,2024-07-03,0.3169,2.351,3.096,3.423,2.969,3.35,5246446,17575594,56.5
KOSS,2024-07-03,0.2041,4.36,5.25,18.73,5.22,10.63,70055497,744689933,384.7
NNDM,2024-07-03,0.0833,2.16,2.34,2.62,2.28,2.52,7265958,18310214,7.3
HEPS,2024-07-03,0.0702,2.42,2.59,2.74,2.45,2.74,2160556,5919923,4.2
AIXC,2024-07-05,1.1162,8.775,18.57,21.69,12.68,14.0,4893837,68513718,545.5
MDWD,2024-07-05,0.4135,14.51,20.51,24.0,18.27,19.6,3787767,74240233,68.8
KOSS,2024-07-05,0.3076,10.63,13.9,18.5,12.65,13.35,57882393,772729946,317.8
ACHR,2024-07-05,0.1306,4.21,4.76,4.79,4.22,4.4,18777033,82618945,3.0
M,2024-07-05,0.0798,16.41,17.72,18.73,17.64,17.97,17255325,310078190,4.1
KORU,2024-07-05,0.076,4.2,4.519,4.635,4.452,4.592,2282468,10481093,5.0
GSAT,2024-07-05,0.0727,16.5,17.7,18.45,17.1,18.3,588021,10760784,3.0
GRFS,2024-07-08,0.2046,6.861,8.265,8.411,7.855,8.197,7580810,62139899,8.9
POET,2024-07-08,0.1108,3.52,3.91,3.95,3.061,3.21,2961995,9508003,9.9
ASTI,2024-07-08,0.1059,9.25,10.23,12.0,9.5,11.75,787315,9250951,6.5
PLSE,2024-07-08,0.1054,12.05,13.32,17.0499,13.05,15.51,1813943,28134255,8.7
MYO,2024-07-08,0.0836,2.87,3.11,4.1384,3.11,4.07,4780939,19458421,21.9
SNGX,2024-07-09,2.21,2.0,6.42,14.8299,5.45,7.42,134220859,995918773,1676.7
QURE,2024-07-09,0.6376,3.78,6.19,6.78,5.2,6.67,51495471,343474791,102.4
BYRN,2024-07-09,0.1115,10.31,11.46,12.0,9.91,9.98,1317311,13146763,6.8
QUCY,2024-07-09,0.1111,19.08,21.2,22.14,15.6,19.2,307025,5894880,37.6
BEEM,2024-07-09,0.0832,6.49,7.03,7.68,6.55,7.66,1544898,11833918,15.2
LGVN,2024-07-10,1.0418,2.87,5.86,6.4,4.17,4.55,110520058,502866263,105.3
VIVO,2024-07-10,0.6941,2.55,4.32,4.62,2.9,3.05,44737182,136448405,603.8
KZIA,2024-07-10,0.5625,9.6,15.0,54.0,13.5,33.41,9004863,300852472,2908.1
AEHR,2024-07-10,0.1902,12.41,14.77,16.43,13.82,15.39,7180773,110512096,8.5
SNGX,2024-07-10,0.1873,7.42,8.81,9.78,6.7,7.73,16382885,126639701,185.4
GXAI,2024-07-10,0.1236,2.67,3.0,3.17,2.21,2.56,5816657,14890641,822.4
QS,2024-07-11,0.3198,5.41,7.14,7.28,6.5701,7.06,86011266,607239537,19.6
LXEO,2024-07-11,0.1861,16.44,19.5,19.5,16.48,17.44,936963,16340634,4.4
MEI,2024-07-11,0.1647,8.62,10.04,12.74,9.98,12.56,3883804,48780578,6.2
BNED,2024-07-11,0.1306,7.075,7.999,8.834,7.701,8.198,723984,5935220,1.5
SOC,2024-07-11,0.0993,15.41,16.94,16.94,15.3,15.58,1039183,16190471,3.1
HSCS,2024-07-11,0.0973,4.42,4.85,4.95,3.4,4.04,1846005,7457860,54.6
SOUN,2024-07-11,0.0878,5.07,5.515,6.193,5.22,5.37,129537909,695618571,8.7
OPEN,2024-07-11,0.0842,1.9,2.06,2.1,1.98,2.06,24078287,49601271,1.8
TOYO,2024-07-12,0.9613,1.55,3.04,3.2,2.22,2.7,56853646,153504844,942.3
AIXC,2024-07-12,0.4567,10.27,14.96,29.44,14.26,21.71,8404747,182467057,501.3
TIL,2024-07-12,0.2515,9.7,12.14,13.24,12.0,12.72,462018,5876868,118.0
SNTG,2024-07-12,0.2348,2.3,2.84,3.97,2.55,2.57,18384922,47249249,1730.5
IMMP,2024-07-12,0.1741,2.01,2.36,2.6,2.13,2.31,6009681,13882363,32.8
ARRY,2024-07-12,0.086,10.82,11.75,12.06,11.3,11.76,9125188,107312210,2.1
FLG,2024-07-12,0.0784,10.97,11.83,11.83,10.45,10.94,5676563,62101599,1.4
DJTWW,2024-07-15,0.7634,19.565,34.5,34.5,26.48,29.05,2340618,67994952,7.6
SCNI,2024-07-15,0.6355,4.06,6.64,8.92,5.21,5.89,29492745,173712268,604.2
PHUN,2024-07-15,0.2847,5.83,7.49,7.49,5.84,5.885,13037804,76727476,58.9
CPOP,2024-07-15,0.2093,12.9,15.6,15.9,13.5,14.0,581054,8134756,75.2
BITU,2024-07-15,0.1764,17.12,20.14,20.89,19.97,20.53,2557640,52508349,3.0
RUM,2024-07-15,0.1296,5.94,6.71,7.6,6.06,7.17,17628478,126396187,17.9
CTRN,2024-07-15,0.1147,18.65,20.79,21.05,19.32,19.94,408627,8148022,2.4
SLDB,2024-07-15,0.1062,7.91,8.75,9.3731,8.44,8.56,777303,6653713,2.2
SILO,2024-07-16,1.1215,16.05,34.05,40.35,28.2,35.85,11758609,421546132,1670.7
TKLF,2024-07-16,0.3961,2.999,4.187,7.771,3.771,6.102,31835300,194259000,1393.8
ANGO,2024-07-16,0.172,5.93,6.95,7.6,6.5805,7.51,3487950,26194504,7.4
KYTX,2024-07-16,0.1049,9.91,10.95,11.4,10.15,11.07,926839,10260107,1.6
MGRX,2024-07-16,0.0968,5.787,6.347,7.05,5.4,6.45,785727,5067939,25.8
LASE,2024-07-16,0.0909,1.98,2.16,2.18,1.82,1.93,5219507,10073648,271.0
KOSS,2024-07-16,0.0837,8.72,9.45,11.24,9.22,10.18,13950726,142018390,53.6
CHGG,2024-07-16,0.0789,3.17,3.42,3.76,3.42,3.72,7607518,28299966,2.2
SHIM,2024-07-17,0.3768,2.07,2.85,3.34,2.69,3.15,41052577,129315617,3227.3
LCFY,2024-07-17,0.3229,5.45,7.21,8.45,5.95,6.58,23291754,153259741,10763.3
LGVN,2024-07-17,0.1903,3.52,4.19,4.88,3.88,3.9,32522314,126837024,20.7
GDTC,2024-07-17,0.1582,1.96,2.27,2.46,1.88,2.24,3606227,8077948,1706.7
AEHR,2024-07-17,0.1437,16.84,19.26,21.44,18.44,20.61,12180096,251031778,12.5
IMMR,2024-07-17,0.0903,11.29,12.31,12.34,11.16,11.37,1511793,17189086,2.4
BE,2024-07-17,0.0902,15.08,16.44,17.225,15.23,15.28,17509648,267547421,3.3
TKLF,2024-07-18,0.0856,5.593,6.072,8.357,5.485,6.951,4168889,28977947,182.5
NVDX,2024-07-18,0.0738,12.74,13.68,13.74,12.48,13.56,6585253,89296030,0.8
SERV,2024-07-19,0.6236,2.63,4.27,8.97,3.92,7.55,266271306,2010348360,751.2
HE,2024-07-19,0.382,12.75,17.62,18.19,16.54,17.51,23450410,410616679,8.0
NCPL,2024-07-22,0.5508,7.28,11.29,11.9,7.35,7.847,1776719,13941913,22.1
SERV,2024-07-22,0.4954,7.55,11.29,13.89,7.84,8.77,151556829,1329153390,427.6
DFNS,2024-07-22,0.1875,2.56,3.04,4.4,2.8,3.984,3274375,13045110,117.5
LITS,2024-07-22,0.1259,2.86,3.22,4.1,3.04,3.47,4999196,17347210,494.8
EMBC,2024-07-22,0.1049,12.11,13.38,14.35,13.28,13.96,804664,11233109,2.5
DQ,2024-07-22,0.1001,16.08,17.689,18.27,16.97,17.15,1624495,27860089,2.2
SSL,2024-07-22,0.0834,7.31,7.92,8.13,7.77,8.05,1265135,10184336,2.5
AZTR,2024-07-23,2.759,10.79,40.56,79.92,28.77,33.1,11421483,378051087,747.4
SOAR,2024-07-23,0.569,10.51,16.49,18.9,11.22,12.96,2033628,26355818,249.0
TUSK,2024-07-23,0.3257,3.5,4.64,4.94,4.04,4.08,5256565,21446785,114.2
FEIM,2024-07-23,0.302,9.324,12.14,12.92,11.59,12.68,1980985,25118889,170.2
MESO,2024-07-23,0.1152,7.55,8.42,8.47,8.02,8.27,881476,7289806,6.1
DRMA,2024-07-24,1.2154,13.0,28.8,50.0,22.5,26.7,6530798,174372306,1120.0
BBLG,2024-07-24,0.72,7.5,12.9,25.5,9.9,11.52,6898248,79467816,1198.0
PVLA,2024-07-24,0.6529,7.98,13.19,17.45,12.63,15.05,5845911,87980960,250.5
ALLR,2024-07-24,0.2613,4.995,6.3,6.57,4.875,5.361,2192573,11754383,22.8
TKNO,2024-07-24,0.1673,2.51,2.93,3.75,2.9,3.27,7928538,25926319,181.2
OTLY,2024-07-24,0.1,20.0,22.0,23.0,19.0,19.37,404739,7839794,5.3
AGPU,2024-07-25,1.4299,16.05,39.0,44.85,24.31,28.05,10739001,301228978,2998.0
VBIO,2024-07-25,0.4879,5.2,7.737,7.771,5.53,6.922,3903767,27021875,563.3
MIRA,2024-07-25,0.3898,2.36,3.28,3.73,2.6201,3.04,49289139,149838982,1048.2
BALY,2024-07-25,0.2352,13.52,16.7,16.99,16.66,16.91,9453191,159853459,50.6
INDV,2024-07-25,0.1645,10.88,12.67,13.16,12.25,13.09,1700611,22260997,10.1
LPSN,2024-07-25,0.1032,18.9,20.85,21.0,17.55,19.27,317872,6125393,1.7
NTCT,2024-07-25,0.1019,18.25,20.11,21.21,19.7387,20.37,1405230,28624535,2.2
IMAX,2024-07-25,0.101,17.83,19.63,20.3,18.86,19.4,2653862,51484922,4.5
COUR,2024-07-26,0.3941,7.41,10.33,11.74,9.995,10.72,24935554,267309138,10.6
EAF,2024-07-26,0.2571,8.432,10.6,10.7,7.931,8.032,698012,5606432,2.1
SCNX,2024-07-26,0.1771,11.63,13.69,14.84,12.32,12.79,781294,9992750,6.8
BRSL,2024-07-26,0.1671,15.08,17.6,17.88,16.62,17.78,6332580,112593272,5.6
NWL,2024-07-26,0.1404,5.692,6.491,8.044,6.41,7.999,26323587,210562372,6.1
AEYE,2024-07-26,0.1253,19.64,22.1,27.3099,21.5601,27.15,1365703,37078836,6.0
RILY,2024-07-26,0.1087,16.74,18.56,18.58,17.32,18.52,1282017,23742954,1.3
NOV,2024-07-26,0.1083,17.55,19.45,19.72,18.04,18.66,10995190,205170245,4.3
YIBO,2024-07-29,0.4751,2.915,4.3,7.8299,3.71,3.97,29411362,116763107,23004.6
VBIO,2024-07-29,0.304,7.684,10.02,13.74,9.585,11.93,6244197,74493270,901.0
LGVN,2024-07-29,0.1831,3.44,4.07,4.29,3.22,3.47,27523501,95506548,11.1
OIS,2024-07-29,0.1097,4.74,5.26,5.75,5.22,5.39,2449227,13201333,3.7
ZIM,2024-07-29,0.0777,11.59,12.49,12.89,12.29,12.79,5805099,74247216,1.5
VRDN,2024-07-29,0.075,16.66,17.91,17.918,16.775,17.29,1702398,29434461,1.8
